Sentence,Sentiment,Length,Word_Count,Cleaned_Text,Final_Text,Label
"In addition , Kone signed a two-year maintenance contract for the escalators .",positive,78,13,in addition  kone signed a twoyear maintenance contract for the escalators ,addition kone signed twoyear maintenance contract escalator,2
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,124,29,the size of the extension    of which already has been let  will have a gross area of about  sq m  sq ft ,size extension already let gross area sq sq ft,1
The new location is n't the only change Wellmont has in store for its air transport service .,neutral,93,18,the new location is nt the only change wellmont has in store for its air transport service ,new location nt change wellmont store air transport service,1
Other potential clients include public administration organizations investing in utility networks and services .,neutral,112,14,other potential clients include public administration organizations investing in utility networks and services ,potential client include public administration organization investing utility network service,1
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral,262,44,the steelmaker said that the drop in profit was explained by the continuing economic uncertainty  mixed with the current drought in bank lending  resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations ,steelmaker drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand product customer find increasingly difficult fund operation,1
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,76,14,the ea reng group posted sales of approximately  million kroons for  ,ea reng group posted sale approximately million kroon,1
Barclays share price subdued as bank faces fresh forex probe,negative,60,10,barclays share price subdued as bank faces fresh forex probe,barclays share price subdued bank face fresh forex probe,0
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,69,14,the markets expect heineken to sell hartwall as a whole or in parts ,market expect heineken sell hartwall whole part,1
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ã±rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral,223,38,in addition to the tulikivi corporation  he is also currently a member of the board of the following companies  altia corporation  jã±rvisuomen portti osuuskunta  osuuskunta kpy  profile vehicles oy and voimatel oy ,addition tulikivi corporation also currently member board following company altia corporation jã±rvisuomen portti osuuskunta osuuskunta kpy profile vehicle oy voimatel oy,1
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral,165,30,the total investment in the vantaa plant extension will amount to around  million euro  and okmetic s share of the investments will be worth around  million ,total investment vantaa plant extension amount around million euro okmetic share investment worth around million,1
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,79,16,last year  upm cut production  closed mills in finland and slashed  jobs ,last upm cut production closed mill finland slashed job,0
"Currently , the plant operates on full capacity .",neutral,49,9,currently  the plant operates on full capacity ,currently plant operates full capacity,1
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,negative,94,12,walter investment management corp receives a sell from compass point wac ,walter investment management corp receives sell compass point wac,0
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,203,34,the move will be carried out by transferring hkscan s productionrelated property  plant  equipment  as well as its holdings in subsidiaries and associate companies in the country to hkscan finland ,move carried transferring hkscan productionrelated property plant equipment well holding subsidiary associate company country hkscan finland,1
`` It wo n't happen overnight .,neutral,31,7, it wo nt happen overnight ,wo nt happen overnight,1
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,219,36,chief executive officer ollipekka kallasvuo s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple s iphone and rim s blackberry ,chief executive officer ollipekka kallasvuo change tuesday mark third time nine month reshuffled executive operation nokia loses ground apple iphone rim blackberry,0
Deutsche Bank cuts $SBUX,negative,24,4,deutsche bank cuts sbux,deutsche bank cut sbux,0
Irish housebuilder Cairn Homes plans London listing,positive,51,7,irish housebuilder cairn homes plans london listing,irish housebuilder cairn home plan london listing,2
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral,202,37,the rewards to be paid on the basis of the earning period  will correspond to the value of a maximum total of  componenta corporation shares including also the proportion to be paid in cash ,reward paid basis earning period correspond value maximum total componenta corporation share including also proportion paid cash,1
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral,236,40,cramo s manager jarmo laasanen said hiring of equipment and machinery in lithuania differs from the other baltic countries in that in lithuania still many public structures such as roads  bridges  airports and shops are being built ,cramo manager jarmo laasanen hiring equipment machinery lithuania differs baltic country lithuania still many public structure road bridge airport shop built,1
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,100,19,operating profit for the quarter apriljune  amounted to eur  m on net sales of eur  m,operating profit quarter apriljune amounted eur net sale eur,1
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",negative,79,16,slv pos been saying it for  years going lower forget about it or go short,slv po saying year going lower forget go short,0
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,207,39,paper company mreal calculated that if  biscuit cartons are made using a gsm lighter board  the co saved over the course of  months would be equal to that generated by driving  km by car ,paper mreal calculated biscuit carton made using gsm lighter board co saved course month would equal generated driving km car,1
The company expects to open its first online shop in the US in the summer in 2011 .,neutral,83,18,the company expects to open its first online shop in the us in the summer in  ,expects open first online shop u summer,1
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral,150,28,the moscow metro    was the first metro system in europe to implement smart cards together with a new type of magnetic card in  ,moscow metro first metro system europe implement smart card together new type magnetic card,1
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,104,21, small firms are suffering at the moment because they are likely to have money trouble   he added ,small firm suffering moment likely money trouble added,0
Net sales revenue per passenger is expected to increase .,positive,57,10,net sales revenue per passenger is expected to increase ,net sale revenue per passenger expected increase,2
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,neutral,81,17,return on capital employed roce was a negative   compared to   in  ,return capital employed roce negative compared,1
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,107,20,indigo and somoncom serve  subscribers and had a market share of approximately   as of may  ,indigo somoncom serve subscriber market share approximately may,1
`` I warmly welcome Michael Frei to Outotec .,positive,45,9, i warmly welcome michael frei to outotec ,warmly welcome michael frei outotec,2
ITV share price: Group mulls takeover of Canada's Entertainment One,positive,67,10,itv share price group mulls takeover of canadas entertainment one,itv share price group mull takeover canada entertainment one,2
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,161,29,operating profit for the sixmonth period decreased from eur  m  while sales increased from eur  m  as compared to the corresponding period in  ,operating profit sixmonth period decreased eur sale increased eur compared corresponding period,1
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,154,22,the most significant capital expenditure items were in the global enterprise resource planning erp project  product development and production machines ,significant capital expenditure item global enterprise resource planning erp project product development production machine,1
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,neutral,168,30,kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan  and the saltonstall state office building on jan  ,kone court paper union action delayed repair elevator federal courthouse jan saltonstall state office building jan,1
3rd red day in a row ? $TSLA,negative,28,8,rd red day in a row  tsla,rd red day row tsla,0
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive,93,18,operating profit totalled eur  mn  up from an operating loss of eur  mn yearonyear ,operating profit totalled eur mn operating loss eur mn yearonyear,2
"According to Finnish financial services group Sampo 's CEO , Bj+Ãrn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",neutral,198,35,according to finnish financial services group sampo s ceo  bjãrn wahlroos  danish danske bank s acquisition of sampo bank for eur bn was the largest cash deal in finland s economic history ,according finnish financial service group sampo ceo bjãrn wahlroos danish danske bank acquisition sampo bank eur bn largest cash deal finland economic history,1
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,175,27,fsecure  a developer of security solutions as a service through internet service providers and mobile operators  announced results from its annual online wellbeing survey ,fsecure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey,1
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,202,38,in december alone  the members of the lithuanian brewers  association sold a total of  million liters of beer  an increase of  percent from the sales of  million liters in december  ,december alone member lithuanian brewer association sold total million liter beer increase percent sale million liter december,2
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",neutral,136,25,cocacola was the market leader of manufacturers with a market share of    down   from the corresponding period in  ,cocacola market leader manufacturer market share corresponding period,1
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,86,24,barclays plc  lse  barc   nyse  bcs   credit agricole sa  epa  aca   cagr ,barclays plc lse barc nyse bcs credit agricole sa epa aca cagr,1
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral,138,22,finnish componenta has published its new longterm strategy for the period  with the aim of growing together with its customers ,finnish componenta published new longterm strategy period aim growing together customer,1
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral,93,16,the veneer and plywood industry in sweden is quite small despite the raw material resources ,veneer plywood industry sweden quite small despite raw material resource,1
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive,211,42,finnish metal products company componenta oyj  hel  cthv  said today its net loss narrowed to eur   usd   in the last quarter of  from eur  million for the same period a year earlier ,finnish metal product componenta oyj hel cthv today net loss narrowed eur usd last quarter eur million period earlier,2
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,92,19,viking will pay eur  million for the new ship  which will be completed in january  ,viking pay eur million new ship completed january,1
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,neutral,104,19,rautaruukki aims to find work from the group s other locations for those who have been made redundant ,rautaruukki aim find work group location made redundant,1
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative,124,20,according to the company  in addition to normal seasonal fluctuation the market situation has weakened during autumn  ,according addition normal seasonal fluctuation market situation weakened autumn,0
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative,148,26,according to arokarhu  some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed ,according arokarhu purchase scanned cash register computer disappeared total sum key pressed,0
Their names have not yet been released .,neutral,40,8,their names have not yet been released ,name yet released,1
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive,88,19,also  it is bringing in  the right kind of people  to upgrade its human resources ,also bringing right kind people upgrade human resource,2
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,96,16,kesko has previously published a stock exchange release concerning the deal on  february  ,kesko previously published stock exchange release concerning deal february,1
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative,70,11,update exbarclays director accused by us of illegal tips to plumber,update exbarclays director accused u illegal tip plumber,0
L&G completes UK's largest medically underwritten bulk pension risk deal,positive,72,10,lg completes uks largest medically underwritten bulk pension risk deal,lg completes uk largest medically underwritten bulk pension risk deal,2
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",neutral,154,29,lassila  tikanoja s operating profit excluding nonrecurring and imputed items for the second quarter was eur  m  down from eur  m a year ago ,lassila tikanoja operating profit excluding nonrecurring imputed item second quarter eur eur ago,1
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",neutral,232,45,honkarakenne mainly exports large luxury log houses to russia to be used as onefamily houses or holiday homes    of sales go to the moscow region  about   to the st petersburg region  and the remainder to other locations ,honkarakenne mainly export large luxury log house russia used onefamily house holiday home sale go moscow region st petersburg region remainder location,1
The value of the deal was not disclosed .,neutral,41,9,the value of the deal was not disclosed ,value deal disclosed,1
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",neutral,127,22,hkscan  headquartered in turku  finland  is a leading northern european food group with  employees in nine countries ,hkscan headquartered turku finland leading northern european food group employee nine country,1
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,negative,97,19,tsla i see more downside in next two weeks be careful  dollars drop potential vs  up moved,tsla see downside next two week careful dollar drop potential v moved,0
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",positive,204,33, they would invest not only in the physical infrastructure  but would also provide knowhow for managing and developing science and technology parks   said sunrise valley director andrius bagdonas ,would invest physical infrastructure would also provide knowhow managing developing science technology park sunrise valley director andrius bagdonas,2
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",positive,96,16,favourable currency rates also contributed to higher net sales   ceo kari kauniskangas said ,favourable currency rate also contributed higher net sale ceo kari kauniskangas,2
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral,190,27,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information ,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source data information,1
Union and company officials did not return calls yesterday .,neutral,60,10,union and company officials did not return calls yesterday ,union official return call yesterday,1
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,202,41, adp news   finnish handling systems provider cargotec oyj  hel  cgcbv  announced on friday it won orders worth eur  million  usd  m  to deliver linkspans to jordan  morocco and ireland ,adp news finnish handling system provider cargotec oyj hel cgcbv announced friday order worth eur million usd deliver linkspans jordan morocco ireland,2
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral,145,30,german commerzbank ag s hamburg branch and us jp morgan  nyse  jpm  participated as arrangers  and dutch ing  ams  inga  as coarranger ,german commerzbank ag hamburg branch u jp morgan nyse jpm participated arranger dutch ing am inga coarranger,1
Global life science industry is strictly regulated by international and national authorities .,neutral,94,13,global life science industry is strictly regulated by international and national authorities ,global life science industry strictly regulated international national authority,1
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive,172,29,tieto offers aktia a good foundation and the required support services for implementing the update project   says juha volotinen  responsible for aktia s web services ,tieto offer aktia good foundation required support service implementing update project say juha volotinen responsible aktia web service,2
The company will build altogether 130 new substations by the end of this year .,neutral,79,15,the company will build altogether  new substations by the end of this year ,build altogether new substation end,1
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive,159,31,tiimari  the finnish retailer  reported to have geenrated quarterly revenues totalling eur  mn in the th quarter   up from eur  mn loss in  ,tiimari finnish retailer reported geenrated quarterly revenue totalling eur mn th quarter eur mn loss,2
His resignation will take effect immediately .,neutral,46,7,his resignation will take effect immediately ,resignation take effect immediately,1
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral,111,18,her work at netapp included strategically repositioning the brand in the category and a major global relaunch ,work netapp included strategically repositioning brand category major global relaunch,1
No financial detail were available .,neutral,36,6,no financial detail were available ,financial detail available,1
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral,209,37,following the divestment  fiskars s outdoor unit will comprise the brands gerber  silva and buster  and will focus on multitools  knives  compasses  mobile lighting  pedometers  and aluminium boats ,following divestment fiskars outdoor unit comprise brand gerber silva buster focus multitools knife compass mobile lighting pedometer aluminium boat,1
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral,123,24,cf pty ltd became a substantial holder in renison consolidated mines nl on january  with  million shares   pc  ,cf pty ltd became substantial holder renison consolidated mine nl january million share pc,1
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,122,25,at  cet  arcelormittal had lost   to eur  on euronext paris  coming at the lead of the bluechip fallers ,cet arcelormittal lost eur euronext paris coming lead bluechip faller,0
And Ogden reportedly will shell out $ 4.2 million .,neutral,51,10,and ogden reportedly will shell out   million ,ogden reportedly shell million,1
$GALE Breakout Coming Soon!,positive,27,4,gale breakout coming soon,gale breakout coming soon,2
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral,138,26,a in august   latvijas finieris ordered all production lines for a new green veneer mill to be built in ukmerge  central lithuania ,august latvijas finieris ordered production line new green veneer mill built ukmerge central lithuania,1
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",positive,254,50,foundries division reports its sales increased by   to eur  mn from eur  mn in the corresponding period in   and sales of the machine shop division increased by   to eur  mn from eur  mn in the corresponding period in  ,foundry division report sale increased eur mn eur mn corresponding period sale machine shop division increased eur mn eur mn corresponding period,2
S&P downgrades Barclays and RBS on government bailout fears,negative,59,9,sp downgrades barclays and rbs on government bailout fears,sp downgrade barclays rb government bailout fear,0
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,180,33,finnish high technology provider vaahto group reports net sales of eur  mn in the accounting period september   february   an increase of   from a year earlier ,finnish high technology provider vaahto group report net sale eur mn accounting period september february increase earlier,2
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive,98,14,bbry both mm trends turn bullish today with a resistance level at  ,bbry mm trend turn bullish today resistance level,2
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,137,19,isolationism another sell rating sell ratings on spy qqq iwm and several companies  aapl axp bac blue fxe,isolationism another sell rating sell rating spy qqq iwm several company aapl axp bac blue fxe,0
The expanded company will continue to be called NewPage .,neutral,57,10,the expanded company will continue to be called newpage ,expanded continue called newpage,1
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,neutral,126,29,the company said that sales in the three months to the end of march slid to eur  m us  m from eur  m last year ,sale three month end march slid eur u eur last,1
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,154,23,finnish energy company fortum has set itself new stricter target limits for shortterm carbon dioxide emissions from its heat and electricity production ,finnish energy fortum set new stricter target limit shortterm carbon dioxide emission heat electricity production,1
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,98,23,the refining margin for the year was    bbl  compared to    bbl in the prior year ,refining margin bbl compared bbl prior,2
$PRGN A bottom right here?,neutral,26,5,prgn a bottom right here,prgn bottom right,1
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,90,18,operating profit rose to eur  mn from eur  mn in the corresponding period in  ,operating profit rose eur mn eur mn corresponding period,2
$TSLA weakest in todays DT watchlist,negative,36,6,tsla weakest in todays dt watchlist,tsla weakest today dt watchlist,0
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",negative,104,15,tesla voluntary recall of  model x vehicles due to back seat issue tsla ,tesla voluntary recall model x vehicle due back seat issue tsla,0
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral,128,23,the manufacturing will begin in pietarsaari in the beginning of the year  and the delivery will take place in october  ,manufacturing begin pietarsaari beginning delivery take place october,1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",neutral,126,23,finnish electronics contract manufacturer scanfil reports net sales of eur  mn in   down from eur  mn in  ,finnish electronics contract manufacturer scanfil report net sale eur mn eur mn,1
The customers will have an access to integrated propeller and gear packages from one source .,neutral,93,16,the customers will have an access to integrated propeller and gear packages from one source ,customer access integrated propeller gear package one source,1
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",neutral,162,25,the addon order contains  among others  control valves and instrumentation as well as complete mill engineering and electrification with metso drive controls ,addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control,1
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,188,31,yit lodged counter claims against neste oil totaling some eurm  primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ,yit lodged counter claim neste oil totaling eurm primarily based work carried contract additional cost incurred due prolongation project,0
The reductions will be implemented mainly in the course of the first half of 2009 .,neutral,83,16,the reductions will be implemented mainly in the course of the first half of  ,reduction implemented mainly course first half,1
$UVXY Put the chum out there at key support then next level down - careful,negative,74,15,uvxy put the chum out there at key support then next level down  careful,uvxy put chum key support next level careful,0
Inha Works has invested in its product development and market research .,neutral,72,12,inha works has invested in its product development and market research ,inha work invested product development market research,1
"Tesco, Asda sales fall as march of the discounters continues: Kantar",negative,68,11,tesco asda sales fall as march of the discounters continues kantar,tesco asda sale fall march discounter continues kantar,0
The first quarter was as expected and was in line with analysts ' forecasts .,neutral,77,15,the first quarter was as expected and was in line with analysts  forecasts ,first quarter expected line analyst forecast,1
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",neutral,136,30,omeo    employs  and expects net sales of some  mln euro    mln  for fiscal   ending april    ,omeo employ expects net sale mln euro mln fiscal ending april,1
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",positive,179,30,at a press conference  lattelecom board chairman nils melngailis explained that blackstone had been chosen for its experience in the it sector as well as its financial strength ,press conference lattelecom board chairman nil melngailis explained blackstone chosen experience sector well financial strength,2
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,89,17,the shares represented   of total share capital and   of total voting rights ,share represented total share capital total voting right,1
Mobile data transfer is expected to increase explosively in the LTE era .,neutral,73,13,mobile data transfer is expected to increase explosively in the lte era ,mobile data transfer expected increase explosively lte era,1
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,202,43,finnish cutlery and hand tools maker fiskars oyj abp  hel  fisas  said today its net profit rose to eur  million  usd  m  in the third quarter of  from eur  million a year earlier ,finnish cutlery hand tool maker fiskars oyj abp hel fisa today net profit rose eur million usd third quarter eur million earlier,2
$REN bottoming out again.. Good time to buy,positive,43,8,ren bottoming out again good time to buy,ren bottoming good time buy,2
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,166,27,in addition  the kazakh delegation will visit finland s sitra investment fund  honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc s activities ,addition kazakh delegation visit finland sitra investment fund honkarakenne ltd nokia headquarters study teliasonera ltd jsc activity,1
55 workers in +Ã m+Ãl will be affected by the close-down .,neutral,59,12, workers in ã mãl will be affected by the closedown ,worker ã mãl affected closedown,1
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,neutral,89,16,construction is scheduled to start in apriljune  and to be completed in early  ,construction scheduled start apriljune completed early,1
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,neutral,181,40,finnish waste management and cleaning group lassila  tikanoja oyj  lt  net profit went down to  mln euro    mln  for  from  mln euro    mln  for  ,finnish waste management cleaning group lassila tikanoja oyj lt net profit went mln euro mln mln euro mln,1
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,negative,73,16,operating loss increased to eur mn from a loss of eur  mn in  ,operating loss increased eur mn loss eur mn,0
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive,123,22,jarmo honkamaa  head of the oil refining business at neste oil  says the situation looks promising from their viewpoint ,jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint,2
This is the second successful effort for the financial investor this year .,positive,75,13,this is the second successful effort for the financial investor this year ,second successful effort financial investor,2
"$RNN day traders flushed out, it should start going up slowly from now on .",positive,75,15,rnn day traders flushed out it should start going up slowly from now on ,rnn day trader flushed start going slowly,2
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive,134,26, after fixing our homebase  cutting costs and closing the nonprofitable units  we are now looking at going forward   she said ,fixing homebase cutting cost closing nonprofitable unit looking going forward,2
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,206,34, the transaction strengthens our position  in design and branded goods   said fiskars president and ceo heikki allonen  pointing out that the two groups have relatively few overlapping operations ,transaction strengthens position design branded good fiskars president ceo heikki allonen pointing two group relatively overlapping operation,2
Financial terms were n't disclosed .,neutral,36,6,financial terms were nt disclosed ,financial term nt disclosed,1
Finnish media group Talentum has issued a profit warning .,neutral,58,10,finnish media group talentum has issued a profit warning ,finnish medium group talentum issued profit warning,1
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral,78,13,rubin says he expects capman to announce  additional transactions in  ,rubin say expects capman announce additional transaction,1
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,positive,72,13,update astrazeneca sells rare cancer drug to sanofi for up to  mln,update astrazeneca sell rare cancer drug sanofi mln,2
The total investment of the project will be approximately EUR 36m .,neutral,67,12,the total investment of the project will be approximately eur m ,total investment project approximately eur,1
`` Demand for sports equipment was good in 2005 .,positive,49,10, demand for sports equipment was good in  ,demand sport equipment good,2
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral,105,19,according to vauramo  the plant s lifting equipment is suitable for asian and for some chinese trucks ,according vauramo plant lifting equipment suitable asian chinese truck,1
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,positive,55,9,how kraftheinz merger came together in speedy  weeks,kraftheinz merger came together speedy week,2
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral,101,22,igor and oleg yankov  who currently manage moron and vitim  will hold onto the   stake for now ,igor oleg yankov currently manage moron vitim hold onto stake,1
